STID,name,state,network,network_long,Wind Sensor Height (m),lat,lon,Start Time,End Time,obs_time,obs_time_years
CAZC1,CARRIZO,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.096530,-119.773220,1999-12-02T00:00:00Z,2025-04-04T22:00:00Z,9255 days 22:00:00,25.34131873146247
CSPC1,CASE SPRINGS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.445880,-117.419120,1999-12-02T00:00:00Z,2025-04-04T21:22:00Z,9255 days 21:22:00,25.341246482622253
SMTM8,SMITH CREEK,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,46.439580,-114.226820,2001-04-03T00:00:00Z,2025-04-04T21:09:00Z,8767 days 21:09:00,24.00515058179329
CNFC1,CRANE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.759470,-119.820560,2000-04-26T00:00:00Z,2025-04-04T22:00:00Z,9109 days 22:00:00,24.94159251654118
CEEC1,CHEESEBORO,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.186580,-118.719560,1999-12-02T00:00:00Z,2025-04-04T21:38:00Z,9255 days 21:38:00,25.341276903186554
CESC1,CHESTER,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.292610,-121.243940,1999-12-02T00:00:00Z,2025-04-04T22:02:00Z,9255 days 22:02:00,25.341322534033008
CICC1,OPENSHAW,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.589830,-121.635160,1999-12-02T00:00:00Z,2025-04-04T21:54:00Z,9255 days 21:54:00,25.341307323750854
CHOC1,CHILAO,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.331670,-118.030280,1999-12-02T00:00:00Z,2025-04-04T21:53:00Z,9255 days 21:53:00,25.341305422465588
CUUC1,CHUCHUPATE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.806370,-119.013630,1999-12-02T00:00:00Z,2025-04-04T21:22:00Z,9255 days 21:22:00,25.341246482622253
CMOC1,CLAREMONT,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.136800,-117.707570,1999-12-02T00:00:00Z,2025-04-04T21:55:00Z,9255 days 21:55:00,25.341309225036124
CSTC1,COHASSET,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.871840,-121.768980,1999-12-02T00:00:00Z,2025-04-04T21:51:00Z,9255 days 21:51:00,25.34130161989505
CVEC1,CONVERSE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.194170,-116.913060,1999-10-13T00:00:00Z,2025-04-04T21:09:00Z,9305 days 21:09:00,25.478114305270363
PTEC1,COOSKIE MOUNTAIN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.256830,-124.266030,1999-12-02T00:00:00Z,2025-04-04T21:08:00Z,9255 days 21:08:00,25.34121986462849
CRGC1,CORNING,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.938940,-122.169730,1999-12-02T00:00:00Z,2025-04-04T21:55:00Z,9255 days 21:55:00,25.341309225036124
CTOC1,CORRALITOS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.990860,-121.804880,1999-12-02T00:00:00Z,2025-04-04T21:27:00Z,9255 days 21:27:00,25.341255989048598
WISC1,COUNTY LINE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.018830,-122.411690,1999-12-02T00:00:00Z,2025-04-04T21:36:00Z,9255 days 21:36:00,25.341273100616018
CRZC1,CRAZY PEAK,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.976390,-123.612220,1999-12-02T00:00:00Z,2025-04-04T21:38:00Z,9255 days 21:38:00,25.341276903186554
CRVC1,CRESTVIEW,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.737450,-118.996580,1999-12-02T00:00:00Z,2025-04-04T21:53:00Z,9255 days 21:53:00,25.341305422465588
DLVC1,DEL VALLE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.429720,-118.667120,1999-12-02T00:00:00Z,2025-04-04T21:55:00Z,9255 days 21:55:00,25.341309225036124
DENC1,DESCANSO,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,32.857390,-116.622390,1999-10-13T00:00:00Z,2025-04-04T22:04:00Z,9305 days 22:04:00,25.47821887596015
ATSC1,DEVILS GARDEN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.528390,-120.672540,1999-12-02T00:00:00Z,2025-04-04T21:55:00Z,9255 days 21:55:00,25.341309225036124
DVOC1,DEVORE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.182140,-117.385110,1999-12-02T00:00:00Z,2025-04-04T21:10:00Z,9255 days 21:10:00,25.341223667199028
DBLC1,DIABLO GRANDE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.329270,-121.295380,1999-12-02T00:00:00Z,2025-04-04T22:00:00Z,9255 days 22:00:00,25.34131873146247
RRRC1,READER RANCH,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.303510,-121.11725,1999-12-02T00:00:00Z,2025-04-04T21:13:00Z,9255 days 21:13:00,25.341229371054833
DYLC1,DOYLE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.058860,-120.093720,1999-12-02T00:00:00Z,2025-04-04T21:11:00Z,9255 days 21:11:00,25.341225568484294
EELC1,EEL RIVER (MNF),CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.824970,-123.084310,1999-12-02T00:00:00Z,2025-04-04T21:45:00Z,9255 days 21:45:00,25.341290212183434
ECSC1,EL CARISO,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.647110,-117.412030,1999-12-02T00:00:00Z,2025-04-04T21:20:00Z,9255 days 21:20:00,25.341242680051714
ESPC1,BANNER ROAD,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.284420,-120.48975,1999-12-02T00:00:00Z,2025-04-04T21:13:00Z,9255 days 21:13:00,25.341229371054833
FCHC1,FANCHER CREEK,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.883700,-119.475720,1999-12-02T00:00:00Z,2025-04-04T22:00:00Z,9255 days 22:00:00,25.34131873146247
FWSC1,FAWNSKIN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.266110,-116.898890,1999-10-13T00:00:00Z,2025-04-04T21:34:00Z,9305 days 21:34:00,25.478161837402084
FHCC1,FISH CREEK MOUNTAINS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,32.990310,-116.066970,1999-10-13T00:00:00Z,2025-04-04T21:26:00Z,9305 days 21:26:00,25.478146627119933
FTNC1,FOUNTAIN SPRINGS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.891160,-118.915590,1999-12-02T00:00:00Z,2025-04-04T22:00:00Z,9255 days 22:00:00,25.34131873146247
FRCC1,FREMONT CANYON,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.811140,-117.708360,1999-12-02T00:00:00Z,2025-04-04T21:51:00Z,9255 days 21:51:00,25.34130161989505
FMOC1,FRIEND MTN.,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.505520,-123.343200,1999-12-02T00:00:00Z,2025-04-04T21:16:00Z,9255 days 21:16:00,25.34123507491064
GNTC1,APPLE VALLEY 2,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.592590,-117.168300,1999-12-02T00:00:00Z,2025-04-04T21:50:00Z,9255 days 21:50:00,25.34129971860978
GRSC1,GRASSHOPPER,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.781690,-120.784370,1999-12-02T00:00:00Z,2025-04-04T21:47:00Z,9255 days 21:47:00,25.341294014753974
GNSC1,GREEN SPRING,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.834180,-120.503110,1999-12-02T00:00:00Z,2025-04-04T22:03:00Z,9255 days 22:03:00,25.341324435318274
CAHC1,HASTINGS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.388500,-121.551590,1999-12-02T00:00:00Z,2025-04-04T21:11:00Z,9255 days 21:11:00,25.341225568484294
HWKC1,HAWKEYE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.735090,-122.837060,1999-12-02T00:00:00Z,2025-04-04T21:56:00Z,9255 days 21:56:00,25.341311126321393
HLLC1,HELL HOLE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.069710,-120.419890,1999-12-02T00:00:00Z,2025-04-04T21:09:00Z,9255 days 21:09:00,25.341221765913758
HDZC1,HERNANDEZ,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.382540,-120.855820,1999-12-02T00:00:00Z,2025-04-04T21:07:00Z,9255 days 21:07:00,25.34121796334322
HGLC1,HIGH GLADE LOOKOUT,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.208900,-122.809990,1999-12-02T00:00:00Z,2025-04-04T21:36:00Z,9255 days 21:36:00,25.341273100616018
HLKC1,HORSE LAKE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.623330,-120.477780,1999-12-02T00:00:00Z,2025-04-04T21:40:00Z,9255 days 21:40:00,25.341280705757093
HTSC1,HORSE THIEF SPRINGS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.770670,-115.909420,1999-12-02T00:00:00Z,2025-04-04T21:51:00Z,9255 days 21:51:00,25.34130161989505
HTRC1,HUNTER MOUNTAIN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.5625,-117.473610,1999-12-02T00:00:00Z,2025-04-04T21:23:00Z,9255 days 21:23:00,25.341248383907523
JWBC1,JAWBONE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.294890,-118.226780,1999-12-02T00:00:00Z,2025-04-04T21:14:00Z,9255 days 21:14:00,25.341231272340103
JTAC1,JUANITA LAKE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.8019,-122.1097,1999-12-02T00:00:00Z,2025-04-04T21:17:00Z,9255 days 21:17:00,25.34123697619591
JULC1,JULIAN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.075690,-116.592580,1999-10-13T00:00:00Z,2025-04-04T21:55:00Z,9305 days 21:55:00,25.47820176439273
JPRC1,JUNIPER CREEK,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.332670,-120.472810,1999-12-02T00:00:00Z,2025-04-04T21:52:00Z,9255 days 21:52:00,25.34130352118032
KNWC1,KEENWILD,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.708330,-116.716940,1999-12-02T00:00:00Z,2025-04-04T21:17:00Z,9255 days 21:17:00,25.34123697619591
KRNC1,RIVERKERN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.7772,-118.433740,1999-12-02T00:00:00Z,2025-04-04T21:57:00Z,9255 days 21:57:00,25.341313027606663
KTLC1,KETTLEMAN HILLS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.031140,-120.054830,1999-12-02T00:00:00Z,2025-04-04T21:50:00Z,9255 days 21:50:00,25.34129971860978
KNXC1,KNOXVILLE CREEK,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.861940,-122.417220,1999-12-02T00:00:00Z,2025-04-04T21:09:00Z,9255 days 21:09:00,25.341221765913758
LAHC1,LA HONDA,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.305230,-122.255250,1999-12-02T00:00:00Z,2025-04-04T21:07:00Z,9255 days 21:07:00,25.34121796334322
LPZC1,LA PANZA,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.380730,-120.188090,1999-12-02T00:00:00Z,2025-04-04T21:54:00Z,9255 days 21:54:00,25.341307323750854
LDRC1,LADDER BUTTE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.807110,-121.296510,1999-12-02T00:00:00Z,2025-04-04T21:53:00Z,9255 days 21:53:00,25.341305422465588
TABC1,LAS TABLAS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.656450,-120.9241,1999-12-02T00:00:00Z,2025-04-04T21:07:00Z,9255 days 21:07:00,25.34121796334322
LTRC1,LAS TRAMPAS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.833890,-122.066940,1999-12-02T00:00:00Z,2025-04-04T21:28:00Z,9255 days 21:28:00,25.341257890333864
LSNC1,LASSEN LODGE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.344140,-121.713730,1999-12-02T00:00:00Z,2025-04-04T21:50:00Z,9255 days 21:50:00,25.34129971860978
LAFC1,LAUFMAN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.141670,-120.353330,1999-12-02T00:00:00Z,2025-04-04T21:10:00Z,9255 days 21:10:00,25.341223667199028
LCBC1,LEO CARRILLO,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.045110,-118.935990,1999-12-02T00:00:00Z,2025-04-04T21:55:00Z,9255 days 21:55:00,25.341309225036124
LICC1,LINCOLN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.881030,-121.266690,1999-12-02T00:00:00Z,2025-04-04T21:13:00Z,9255 days 21:13:00,25.341229371054833
LOAC1,LOS ALTOS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.354720,-122.141670,1999-12-02T00:00:00Z,2025-04-04T21:10:00Z,9255 days 21:10:00,25.341223667199028
SLRC1,LOS BANOS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.054800,-121.053090,1999-12-02T00:00:00Z,2025-04-04T22:02:00Z,9255 days 22:02:00,25.341322534033008
LSGC1,LOS GATOS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.204170,-121.950830,1999-12-02T00:00:00Z,2025-04-04T21:32:00Z,9255 days 21:32:00,25.341265495474943
LPOC1,LOS PRIETOS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.544400,-119.791290,1999-12-02T00:00:00Z,2025-04-04T21:35:00Z,9255 days 21:35:00,25.34127119933075
LTHC1,LOST HORSE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.017790,-116.188570,1999-10-13T00:00:00Z,2025-04-04T22:00:00Z,9305 days 22:00:00,25.478211270819074
COWC1,LYONS VALLEY,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.125830,-123.073330,1999-12-02T00:00:00Z,2025-04-04T22:01:00Z,9255 days 22:01:00,25.34132063274774
MBUC1,MALIBU HILLS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.061560,-118.645220,1999-12-02T00:00:00Z,2025-04-04T21:56:00Z,9255 days 21:56:00,25.341311126321393
LVMC1,MALLORY RIDGE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.817220,-121.778890,1999-12-02T00:00:00Z,2025-04-04T22:02:00Z,9255 days 22:02:00,25.341322534033008
VIOC1,MANZANITA LAKE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.540110,-121.580160,1999-12-02T00:00:00Z,2025-04-04T21:52:00Z,9255 days 21:52:00,25.34130352118032
MPOC1,MARIPOSA,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.504030,-119.986790,1999-12-02T00:00:00Z,2025-04-04T21:07:00Z,9255 days 21:07:00,25.34121796334322
MKEC1,MARKLEEVILLE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.690440,-119.774970,1999-12-02T00:00:00Z,2025-04-04T21:48:00Z,9255 days 21:48:00,25.341295916039243
MCFC1,METCALF GAP,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.4094,-119.767890,1999-12-02T00:00:00Z,2025-04-04T22:02:00Z,9255 days 22:02:00,25.341322534033008
MDHC1,MID HILLS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.123170,-115.411310,1999-10-13T00:00:00Z,2025-04-04T21:51:00Z,9305 days 21:51:00,25.478194159251654
MLCC1,MILL CREEK (ANF),CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.390280,-118.0825,1999-12-02T00:00:00Z,2025-04-04T21:53:00Z,9255 days 21:53:00,25.341305422465588
MMKC1,MILL CREEK (BDF),CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.079840,-117.046760,1999-12-02T00:00:00Z,2025-04-04T21:34:00Z,9255 days 21:34:00,25.34126929804548
BIJC1,BIRD SPRINGS PASS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.535860,-118.140330,1999-12-02T00:00:00Z,2025-04-04T21:27:00Z,9255 days 21:27:00,25.341255989048598
MTIC1,MONTECITO,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.461400,-119.649010,1999-12-02T00:00:00Z,2025-04-04T21:47:00Z,9255 days 21:47:00,25.341294014753974
MTZC1,MOUNT ZION,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.390060,-120.652400,1999-12-02T00:00:00Z,2025-04-04T21:56:00Z,9255 days 21:56:00,25.341311126321393
MLGC1,MT. LAGUNA,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,32.881220,-116.428800,1999-10-13T00:00:00Z,2025-04-04T21:52:00Z,9305 days 21:52:00,25.478196060536924
IDPC1,OAK CREEK,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.843610,-118.265560,1999-12-02T00:00:00Z,2025-04-04T21:42:00Z,9255 days 21:42:00,25.34128450832763
OGVC1,OAK GROVE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.385970,-116.796840,1999-10-13T00:00:00Z,2025-04-04T21:09:00Z,9305 days 21:09:00,25.478114305270363
OKNC1,OAK KNOLL,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.838360,-122.850150,1999-12-16T00:00:00Z,2025-04-04T21:22:00Z,9241 days 21:22:00,25.302916571602402
OMTC1,OAK MOUNTAIN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.006330,-121.984430,1999-12-02T00:00:00Z,2025-04-04T21:26:00Z,9255 days 21:26:00,25.34125408776333
ONOC1,OAKLAND NORTH,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.8650,-122.220830,1999-12-02T00:00:00Z,2025-04-04T21:33:00Z,9255 days 21:33:00,25.34126739676021
OKSC1,OAKLAND SOUTH,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.786110,-122.144720,1999-12-02T00:00:00Z,2025-04-04T21:33:00Z,9255 days 21:33:00,25.34126739676021
OPLC1,OPAL MOUNTAIN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.154280,-117.175690,1999-12-02T00:00:00Z,2025-04-04T21:14:00Z,9255 days 21:14:00,25.341231272340103
OWNC1,OWENS CAMP,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.735820,-120.241580,1999-12-02T00:00:00Z,2025-04-04T22:02:00Z,9255 days 22:02:00,25.341322534033008
PCEC1,PANOCHE ROAD,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.727140,-120.765870,1999-12-02T00:00:00Z,2025-04-04T21:27:00Z,9255 days 21:27:00,25.341255989048598
PRGC1,PARK RIDGE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.724170,-118.9425,2000-05-30T00:00:00Z,2025-04-04T22:00:00Z,9075 days 22:00:00,24.84850558977869
PKFC1,PARKFIELD,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.898310,-120.433290,1999-12-02T00:00:00Z,2025-04-04T21:55:00Z,9255 days 21:55:00,25.341309225036124
PMCC1,PATTYMOCUS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.286080,-122.874690,1999-12-02T00:00:00Z,2025-04-04T21:35:00Z,9255 days 21:35:00,25.34127119933075
PIEC1,PIERCE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.246110,-120.642220,1999-12-02T00:00:00Z,2025-04-04T21:15:00Z,9255 days 21:15:00,25.34123317362537
PKCC1,PIKE COUNTY LOOKOUT,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.474690,-121.202410,1999-12-02T00:00:00Z,2025-04-04T21:10:00Z,9255 days 21:10:00,25.341223667199028
PLTC1,PILOT HILL,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.831680,-121.0092,1999-12-02T00:00:00Z,2025-04-04T21:56:00Z,9255 days 21:56:00,25.341311126321393
PPPC1,POPPY PARK,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.728320,-118.394060,1999-12-02T00:00:00Z,2025-04-04T21:56:00Z,9255 days 21:56:00,25.341311126321393
POTC1,POTRERO,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,32.605860,-116.608820,1999-12-02T00:00:00Z,2025-04-04T21:27:00Z,9255 days 21:27:00,25.341255989048598
MIPC1,POVERTY,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.443060,-121.770560,2002-05-11T00:00:00Z,2025-04-04T21:19:00Z,8364 days 21:19:00,22.901815727431742
PUGC1,PULGAS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.473120,-122.298000,1999-12-02T00:00:00Z,2025-04-04T21:18:00Z,9255 days 21:18:00,25.341238877481178
QTZC1,QUARTZ HILL,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.599120,-122.933680,1999-12-02T00:00:00Z,2025-04-04T21:28:00Z,9255 days 21:28:00,25.341257890333864
QYRC1,QUINCY RD,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.973330,-120.941940,1999-12-02T00:00:00Z,2025-04-04T21:15:00Z,9255 days 21:15:00,25.34123317362537
RCHC1,RANCHITA,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.222220,-116.497460,1999-10-13T00:00:00Z,2025-04-04T21:07:00Z,9305 days 21:07:00,25.478110502699824
RVYC1,RICE VALLEY,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.060750,-114.732280,1999-10-13T00:00:00Z,2025-04-04T21:50:00Z,9305 days 21:50:00,25.478192257966384
RSPC1,ROSE PEAK,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.511300,-121.741630,1999-12-02T00:00:00Z,2025-04-04T21:28:00Z,9255 days 21:28:00,25.341257890333864
ROVC1,ROSE VALLEY,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.543380,-119.184930,1999-12-02T00:00:00Z,2025-04-04T21:24:00Z,9255 days 21:24:00,25.34125028519279
RNDC1,ROUND MOUNTAIN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.427110,-121.462510,1999-12-02T00:00:00Z,2025-04-04T21:15:00Z,9255 days 21:15:00,25.34123317362537
SDLC1,SADDLEBACK BUTTE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.668570,-117.821840,1999-12-02T00:00:00Z,2025-04-04T21:56:00Z,9255 days 21:56:00,25.341311126321393
SBIC1,SANTA BARBARA,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.487430,-119.030320,1999-12-02T00:00:00Z,2025-04-04T21:13:00Z,9255 days 21:13:00,25.341229371054833
SNCC1,SANTA CRUZ ISLAND,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.992980,-119.716260,1999-12-02T00:00:00Z,2025-04-04T21:13:00Z,9255 days 21:13:00,25.341229371054833
STFC1,SANTA FE DAM,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.126140,-117.947170,1999-12-02T00:00:00Z,2025-04-04T21:57:00Z,9255 days 21:57:00,25.341313027606663
SRTC1,SANTA RITA,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.348110,-120.600110,1999-12-02T00:00:00Z,2025-04-04T21:57:00Z,9255 days 21:57:00,25.341313027606663
RSAC1,SANTA ROSA,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.478480,-122.711800,1999-12-02T00:00:00Z,2025-04-04T21:29:00Z,9255 days 21:29:00,25.341259791619134
SRUC1,SANTA ROSA PLATEAU,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.518100,-117.229060,1999-12-02T00:00:00Z,2025-04-04T21:54:00Z,9255 days 21:54:00,25.341307323750854
SAUC1,SAUGUS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.435010,-118.513180,1999-12-02T00:00:00Z,2025-04-04T21:57:00Z,9255 days 21:57:00,25.341313027606663
SWBC1,SAWYERS BAR,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.301230,-123.129710,1999-12-02T00:00:00Z,2025-04-04T21:22:00Z,9255 days 21:22:00,25.341246482622253
CFCC1,SCORPION,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.109480,-122.697470,1999-12-02T00:00:00Z,2025-04-04T21:31:00Z,9255 days 21:31:00,25.341263594189673
SETC1,SECRET TOWN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.183830,-120.884420,1999-12-02T00:00:00Z,2025-04-04T21:28:00Z,9255 days 21:28:00,25.341257890333864
SHQC1,SHADEQUARTER,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.567070,-118.957880,1999-12-02T00:00:00Z,2025-04-04T21:55:00Z,9255 days 21:55:00,25.341309225036124
SMSC1,SIMS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.071300,-122.369930,1999-12-02T00:00:00Z,2025-04-04T21:32:00Z,9255 days 21:32:00,25.341265495474943
ATRC1,SLATER BUTTE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.858340,-123.353660,1999-12-02T00:00:00Z,2025-04-04T21:52:00Z,9255 days 21:52:00,25.34130352118032
SOAC1,SODA CREEK,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.4250,-122.977220,1999-12-02T00:00:00Z,2025-04-04T21:21:00Z,9255 days 21:21:00,25.341244581336984
SDRC1,SOLDIER MTN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.926780,-121.584330,1999-12-02T00:00:00Z,2025-04-04T21:13:00Z,9255 days 21:13:00,25.341229371054833
SMBC1,SOMES BAR,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.390070,-123.492670,1999-12-02T00:00:00Z,2025-04-04T21:16:00Z,9255 days 21:16:00,25.34123507491064
HSPC1,SPRING VALLEY,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.5625,-122.436390,1999-12-02T00:00:00Z,2025-04-04T21:18:00Z,9255 days 21:18:00,25.341238877481178
SQSC1,RED MOUNTAIN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.368280,-117.570440,1999-12-02T00:00:00Z,2025-04-04T21:51:00Z,9255 days 21:51:00,25.34130161989505
